id,file_name,place,create_time,Leq,Pctn,陶模型判定,新模型输出,抽样,
7032,Record94195,M01,2021/11/22 11:59:51,55.973,0.215573,3,2.76453,310,0
7048,Record94213,M01,2021/11/22 13:47:50,51.4109,0.46494,3,4.39024,311,1
7056,Record94221,M01,2021/11/22 14:35:51,50.0443,0.42873,3,4.27217,312,2
7059,Record94224,M01,2021/11/22 14:53:51,50.3161,0.481127,3,4.39024,313,3
7062,Record94227,M01,2021/11/22 15:11:52,51.9657,0.423566,3,4.39024,314,4
7067,Record94232,M01,2021/11/22 15:41:53,50.1685,0.399135,3,4.39024,315,5
7072,Record94237,M01,2021/11/22 16:11:54,50.3027,0.473228,3,4.27217,316,6
7076,Record94241,M01,2021/11/22 16:35:54,51.8726,0.377993,3,3.62705,317,7
7077,Record94242,M01,2021/11/22 16:41:54,51.4874,0.321349,3,2.76453,318,8
7085,Record94251,M01,2021/11/22 17:35:56,59.2318,0.178181,3,2.76453,319,9
7217,Record94391,M01,2021/11/23 7:36:23,50.1438,0.419858,3,4.39024,320,0
7219,Record94393,M01,2021/11/23 7:48:24,50.2178,0.219201,3,4.39024,321,1
7226,Record94401,M01,2021/11/23 8:36:25,50.6562,0.432811,3,5.27134,322,2
7227,Record94402,M01,2021/11/23 8:42:26,50.2601,0.401144,3,4.87117,323,3
7228,Record94403,M01,2021/11/23 8:48:26,51.3552,0.380061,3,4.87117,324,4
7242,Record94418,M01,2021/11/23 10:18:29,50.0405,0.452146,3,4.39024,325,5
7244,Record94420,M01,2021/11/23 10:30:30,50.0412,0.278419,3,4.39024,326,6
7252,Record94428,M01,2021/11/23 11:18:31,55.3365,0.244968,3,2.76453,327,7
7269,Record94446,M01,2021/11/23 13:06:33,57.8719,0.167528,3,2.76453,328,8
7281,Record94460,M01,2021/11/23 14:30:38,53.3783,0.264368,3,2.76453,329,9
7283,Record94462,M01,2021/11/23 14:42:36,50.7765,0.372209,3,4.39024,330,0
7286,Record94465,M01,2021/11/23 15:00:37,50.0696,0.093252,3,4.87117,331,1
7288,Record94468,M01,2021/11/23 15:18:37,51.2075,0.18637,3,3.62705,332,2
7290,Record94470,M01,2021/11/23 15:30:39,50.7318,0.145796,3,4.28875,333,3
7295,Record94475,M01,2021/11/23 16:00:39,51.2107,0.434856,3,5.27134,334,4
7297,Record94477,M01,2021/11/23 16:12:40,50.6161,0.122493,3,4.87117,335,5
7298,Record94478,M01,2021/11/23 16:18:39,51.4702,0.220744,3,3.62705,336,6
7299,Record94479,M01,2021/11/23 16:24:40,53.2293,0.116933,3,3.62705,337,7
7300,Record94480,M01,2021/11/23 16:30:40,53.5062,0.264783,3,3.62705,338,8
7305,Record94485,M01,2021/11/23 17:00:40,51.1312,0.174407,3,4.6319,339,9
7306,Record94486,M01,2021/11/23 17:06:41,54.3629,0.228823,3,4.6319,340,0
7309,Record94489,M01,2021/11/23 17:24:42,50.286,0.541687,3,4.39024,341,1
7321,Record94502,M01,2021/11/23 18:42:45,53.5193,0.066164,3,4.6319,342,2
7452,Record94637,M01,2021/11/24 8:13:14,53.8503,0.320064,3,3.90769,343,3
7453,Record94638,M01,2021/11/24 8:19:14,52.1616,0.265256,3,3.90769,344,4
7454,Record94639,M01,2021/11/24 8:25:14,53.0678,0.343219,3,3.37386,345,5
7456,Record94641,M01,2021/11/24 8:37:15,53.7356,0.408069,3,3.90769,346,6
7457,Record94642,M01,2021/11/24 8:43:15,52.796,0.367013,3,3.62705,347,7
7458,Record94643,M01,2021/11/24 8:49:16,52.9288,0.437957,3,3.90769,348,8
7459,Record94644,M01,2021/11/24 8:55:15,57.9334,0.473134,3,2.76453,349,9
7460,Record94645,M01,2021/11/24 9:01:16,53.3726,0.200633,3,4.87117,350,0
7461,Record94646,M01,2021/11/24 9:07:15,51.6706,0.180534,3,4.10246,351,1
7462,Record94647,M01,2021/11/24 9:13:16,56.2059,0.237384,3,4.17213,352,2
7470,Record94655,M01,2021/11/24 10:01:17,58.0172,0.168583,3,2.76453,353,3
7472,Record94657,M01,2021/11/24 10:13:18,52.4105,0.384392,3,3.90769,354,4
7494,Record94681,M01,2021/11/24 12:37:22,55.0908,0.168423,3,2.76453,355,5
7505,Record94693,M01,2021/11/24 13:49:24,51.3201,0.252697,3,3.90769,356,6
7506,Record94694,M01,2021/11/24 13:55:25,53.293,0.577197,3,3.90769,357,7
7507,Record94695,M01,2021/11/24 14:01:24,52.7577,0.671994,3,3.90769,358,8
7508,Record94696,M01,2021/11/24 14:07:25,52.3945,0.220111,3,3.90769,359,9
7509,Record94697,M01,2021/11/24 14:13:25,50.5028,0.125253,3,3.90769,360,0
7510,Record94698,M01,2021/11/24 14:19:26,52.8599,0.42508,3,3.90769,361,1
7511,Record94699,M01,2021/11/24 14:25:25,51.9842,0.352785,3,3.90769,362,2
7513,Record94701,M01,2021/11/24 14:37:26,50.6213,0.055362,3,2.76453,363,3
7527,Record94715,M01,2021/11/24 15:24:41,50.673,0.206785,3,2.76453,364,4
7528,Record94716,M01,2021/11/24 15:26:41,50.7395,0.32571,3,4.28875,365,5
7530,Record94718,M01,2021/11/24 15:30:41,50.118,0.380318,3,2.60909,366,6
7531,Record94719,M01,2021/11/24 15:32:41,55.6472,0.368834,3,2.76453,367,7
7534,Record94722,M01,2021/11/24 15:38:41,50.0712,0.218043,3,3.62705,368,8
7543,Record94732,M01,2021/11/24 15:58:41,51.8613,0.228919,3,2.76453,369,9
7546,Record94735,M01,2021/11/24 16:04:41,50.3034,0.25699,3,2.60909,370,0
7862,Record95181,M01,2021/11/25 6:56:43,50.0154,0.735522,3,4.17213,371,1
7886,Record95207,M01,2021/11/25 7:48:43,56.9227,0.209259,3,2.76453,372,2
7888,Record95209,M01,2021/11/25 7:52:43,56.1319,0.211112,3,4.28875,373,3
7890,Record95211,M01,2021/11/25 7:56:42,50.6817,0.108363,3,3.62705,374,4
7891,Record95212,M01,2021/11/25 7:58:43,51.6282,0.343364,3,4.00912,375,5
7892,Record95213,M01,2021/11/25 8:00:42,54.8655,0.304019,3,4.17213,376,6
7902,Record95223,M01,2021/11/25 8:20:42,52.6984,0.269254,3,3.62705,377,7
7903,Record95224,M01,2021/11/25 8:22:42,53.9328,0.491203,3,2.76453,378,8
7905,Record95226,M01,2021/11/25 8:26:43,52.1399,0.4128,3,4.87117,379,9
7907,Record95228,M01,2021/11/25 8:30:43,52.2553,0.296,3,2.76453,380,0
7908,Record95229,M01,2021/11/25 8:32:42,52.8907,0.353607,3,2.76453,381,1
7911,Record95232,M01,2021/11/25 8:38:43,59.5359,0.308668,3,2.76453,382,2
7914,Record95235,M01,2021/11/25 8:44:42,52.9204,0.22748,3,2.76453,383,3
7916,Record95237,M01,2021/11/25 8:48:43,52.61,0.283895,3,3.62705,384,4
7917,Record95238,M01,2021/11/25 8:50:43,53.5367,0.289039,3,4.00912,385,5
7943,Record95267,M01,2021/11/25 9:48:43,53.9431,0.26213,3,4.17213,386,6
7947,Record95272,M01,2021/11/25 9:58:43,57.9664,0.21047,3,4.6319,387,7
7948,Record95273,M01,2021/11/25 10:00:43,52.8179,0.082638,3,4.10246,388,8
7949,Record95274,M01,2021/11/25 10:02:43,52.3772,0.18238,3,2.76453,389,9
7950,Record95275,M01,2021/11/25 10:04:43,52.9045,0.263226,3,3.62705,390,0
7955,Record95280,M01,2021/11/25 10:14:44,50.9393,0.315557,3,3.62705,391,1
7956,Record95281,M01,2021/11/25 10:16:43,51.4896,0.356815,3,3.90769,392,2
7957,Record95282,M01,2021/11/25 10:18:43,50.9834,0.198481,3,4.10246,393,3
7958,Record95283,M01,2021/11/25 10:20:43,52.3087,0.149746,3,3.90769,394,4
7959,Record95284,M01,2021/11/25 10:22:43,52.2375,0.313381,3,3.37386,395,5
7960,Record95285,M01,2021/11/25 10:24:43,51.2178,0.260037,3,3.90769,396,6
7961,Record95287,M01,2021/11/25 10:28:43,51.1364,0.197715,3,3.90769,397,7
7962,Record95288,M01,2021/11/25 10:30:43,52.668,0.302074,3,3.90769,398,8
7963,Record95289,M01,2021/11/25 10:32:43,50.729,0.070826,3,3.90769,399,9
7964,Record95290,M01,2021/11/25 10:34:43,50.5282,0.151009,3,3.90769,400,0
7965,Record95291,M01,2021/11/25 10:36:43,50.7468,0.141828,3,3.90769,401,1
7966,Record95292,M01,2021/11/25 10:38:43,50.7695,0.02646,3,3.90769,402,2
7967,Record95293,M01,2021/11/25 10:40:44,51.3646,0.150495,3,4.10246,403,3
8009,Record95340,M01,2021/11/25 12:14:43,50.6495,0.121133,3,2.76453,404,4
8045,Record95380,M01,2021/11/25 13:34:44,51.0137,0.350226,3,3.90769,405,5
8046,Record95381,M01,2021/11/25 13:36:44,50.888,0.239979,3,3.62705,406,6
8047,Record95383,M01,2021/11/25 13:40:44,55.2686,0.259131,3,2.76453,407,7
8048,Record95384,M01,2021/11/25 13:42:44,52.7942,0.365189,3,3.90769,408,8
8049,Record95385,M01,2021/11/25 13:44:44,52.7212,0.542855,3,3.90769,409,9
8050,Record95386,M01,2021/11/25 13:46:44,53.1951,0.359402,3,3.90769,410,0
8051,Record95387,M01,2021/11/25 13:48:44,54.7941,0.714545,3,5.20669,411,1
8052,Record95388,M01,2021/11/25 13:50:45,54.9541,0.437234,3,3.62705,412,2
8053,Record95389,M01,2021/11/25 13:52:44,54.6313,0.488545,3,3.37386,413,3
8054,Record95391,M01,2021/11/25 13:56:44,54.0929,0.435125,3,3.37386,414,4
8055,Record95392,M01,2021/11/25 13:58:44,54.7915,0.573147,3,3.90769,415,5
8056,Record95393,M01,2021/11/25 14:00:44,52.9291,0.234444,3,3.90769,416,6
8057,Record95394,M01,2021/11/25 14:02:44,55.5114,0.583095,3,3.62705,417,7
8058,Record95395,M01,2021/11/25 14:04:44,56.4579,0.728396,3,5.20669,418,8
8059,Record95396,M01,2021/11/25 14:06:44,56.1177,0.673479,3,3.90769,419,9
8060,Record95397,M01,2021/11/25 14:08:44,56.1491,0.675656,3,3.90769,420,0
8061,Record95399,M01,2021/11/25 14:12:45,56.1165,0.729294,3,5.20669,421,1
8062,Record95400,M01,2021/11/25 14:14:44,56.5662,0.739058,3,5.20669,422,2
8063,Record95401,M01,2021/11/25 14:16:45,56.7866,0.658083,3,3.90769,423,3
8064,Record95402,M01,2021/11/25 14:18:45,55.8224,0.76606,3,5.20669,424,4
8065,Record95403,M01,2021/11/25 14:20:44,56.0033,0.791289,3,5.20669,425,5
8066,Record95404,M01,2021/11/25 14:22:44,56.2097,0.833575,3,3.90769,426,6
8067,Record95405,M01,2021/11/25 14:24:45,55.7781,0.624318,3,3.90769,427,7
8068,Record95406,M01,2021/11/25 14:26:44,56.1872,0.793481,3,3.90769,428,8
8069,Record95407,M01,2021/11/25 14:28:44,55.705,0.707755,3,3.90769,429,9
8070,Record95408,M01,2021/11/25 14:30:44,56.4285,0.701432,3,3.90769,430,0
8071,Record95409,M01,2021/11/25 14:32:44,57.506,0.733155,3,3.90769,431,1
8072,Record95410,M01,2021/11/25 14:34:45,55.1408,0.431064,3,3.90769,432,2
8073,Record95411,M01,2021/11/25 14:36:45,54.5086,0.34096,3,3.62705,433,3
8074,Record95412,M01,2021/11/25 14:38:44,54.6907,0.397236,3,3.90769,434,4
8075,Record95413,M01,2021/11/25 14:40:44,54.8284,0.674987,3,3.90769,435,5
8076,Record95414,M01,2021/11/25 14:42:44,54.2478,0.185755,3,3.90769,436,6
8077,Record95415,M01,2021/11/25 14:44:44,56.8066,0.677888,3,3.90769,437,7
8078,Record95416,M01,2021/11/25 14:46:45,56.522,0.770016,3,3.90769,438,8
8079,Record95417,M01,2021/11/25 14:48:45,55.4934,0.780561,3,3.90769,439,9
8080,Record95418,M01,2021/11/25 14:50:45,56.8659,0.67268,3,3.90769,440,0
8081,Record95419,M01,2021/11/25 14:52:45,55.9383,0.694929,3,3.90769,441,1
8082,Record95420,M01,2021/11/25 14:54:44,56.2731,0.659055,3,3.90769,442,2
8083,Record95421,M01,2021/11/25 14:56:44,56.5652,0.666542,3,3.90769,443,3
8084,Record95423,M01,2021/11/25 15:00:45,54.7467,0.070459,3,3.37386,444,4
8085,Record95424,M01,2021/11/25 15:02:45,54.5209,0.083908,3,3.90769,445,5
8086,Record95425,M01,2021/11/25 15:04:45,53.9114,0.391319,3,3.90769,446,6
8087,Record95426,M01,2021/11/25 15:06:45,55.6006,0.166447,3,3.90769,447,7
8088,Record95427,M01,2021/11/25 15:08:45,55.9114,0.290022,3,3.90769,448,8
8089,Record95428,M01,2021/11/25 15:10:45,54.6267,0.296986,3,3.90769,449,9
8090,Record95429,M01,2021/11/25 15:12:45,53.0327,0.064016,3,3.90769,450,0
8091,Record95430,M01,2021/11/25 15:14:45,52.5326,0.010398,3,3.90769,451,1
8092,Record95431,M01,2021/11/25 15:16:45,52.691,0.046256,3,3.90769,452,2
8093,Record95432,M01,2021/11/25 15:18:45,52.7543,0.151866,3,3.90769,453,3
8094,Record95433,M01,2021/11/25 15:20:45,52.9663,0.032044,3,3.37386,454,4
8095,Record95434,M01,2021/11/25 15:22:45,53.2944,0.051982,3,3.37386,455,5
8096,Record95435,M01,2021/11/25 15:24:45,53.6866,0.076103,3,3.62705,456,6
8097,Record95436,M01,2021/11/25 15:26:45,50.3517,0.054205,3,3.62705,457,7
8098,Record95437,M01,2021/11/25 15:28:45,52.0259,0.046382,3,3.62705,458,8
8099,Record95439,M01,2021/11/25 15:32:45,51.5921,0.035148,3,3.62705,459,9
8100,Record95440,M01,2021/11/25 15:34:45,52.4667,0.114486,3,4.87117,460,0
8101,Record95441,M01,2021/11/25 15:36:44,50.8261,0.029277,3,3.62705,461,1
8102,Record95442,M01,2021/11/25 15:38:46,50.2825,0.267254,3,3.90769,462,2
8103,Record95443,M01,2021/11/25 15:40:45,50.4523,0.253609,3,3.90769,463,3
8104,Record95444,M01,2021/11/25 15:42:45,50.3929,0.338133,3,3.37386,464,4
8106,Record95447,M01,2021/11/25 15:48:45,50.3214,0.432539,3,5.20183,465,5
8107,Record95448,M01,2021/11/25 15:50:45,51.1311,0.257037,3,3.62705,466,6
8108,Record95449,M01,2021/11/25 15:52:45,51.0944,0.164363,3,3.62705,467,7
8109,Record95450,M01,2021/11/25 15:54:45,50.7647,0.202825,3,3.96024,468,8
8110,Record95451,M01,2021/11/25 15:56:45,50.9258,0.33251,3,3.90769,469,9
8111,Record95452,M01,2021/11/25 15:58:45,51.2319,0.214948,3,3.90769,470,0
8112,Record95453,M01,2021/11/25 16:00:45,50.9534,0.158325,3,3.90769,471,1
8113,Record95455,M01,2021/11/25 16:04:45,50.744,0.314799,3,5.20183,472,2
8114,Record95456,M01,2021/11/25 16:06:45,50.3949,0.19529,3,3.96024,473,3
8118,Record95460,M01,2021/11/25 16:14:48,50.0773,0.190309,3,3.90769,474,4
8128,Record95471,M01,2021/11/25 16:36:45,51.013,0.303438,3,4.39024,475,5
8137,Record95481,M01,2021/11/25 16:56:45,50.0807,0.3596,3,4.28875,476,6
8239,Record97387,M01,2021/12/3 9:29:17,50.9795,0.218762,3,2.76453,477,7
8242,Record97390,M01,2021/12/3 9:35:17,52.198,0.106043,3,2.76453,478,8
8247,Record97395,M01,2021/12/3 9:45:18,50.4903,0.090174,3,3.05455,479,9
8250,Record97398,M01,2021/12/3 9:51:20,50.1566,0.112697,3,2.60909,480,0
8273,Record97422,M01,2021/12/3 10:38:41,51.6941,0.097506,3,4.6319,481,1
8287,Record97436,M01,2021/12/3 11:06:41,51.7296,0.15063,3,2.60909,482,2
8288,Record97437,M01,2021/12/3 11:08:41,54.921,0.184673,3,3.05455,483,3
8312,Record97461,M01,2021/12/3 11:56:41,51.3476,0.269109,3,2.76453,484,4
8346,Record97495,M01,2021/12/3 13:04:41,53.1225,0.123506,3,2.76453,485,5
8350,Record97500,M01,2021/12/3 13:14:41,50.9466,0.26221,3,2.76453,486,6
8373,Record97527,M01,2021/12/3 14:08:43,51.3794,0.283953,3,2.76453,487,7
8383,Record97539,M01,2021/12/3 14:32:41,55.8343,0.219415,3,2.76453,488,8
8397,Record97554,M01,2021/12/3 15:02:41,53.6461,0.200945,3,4.3872,489,9
8414,Record97571,M01,2021/12/3 15:36:42,51.0544,0.109437,3,2.76453,490,0
8422,Record97579,M01,2021/12/3 15:52:41,55.5339,0.088319,3,4.6319,491,1
8432,Record97589,M01,2021/12/3 16:12:41,51.6938,0.206225,3,2.76453,492,2
8464,Record97621,M01,2021/12/3 17:16:41,50.6303,0.213171,3,4.3872,493,3
8484,Record97641,M01,2021/12/3 17:56:41,52.5862,0.121487,3,2.76453,494,4
8897,Record98070,M01,2021/12/4 8:14:44,54.8415,0.178062,3,2.76453,495,5
8916,Record98089,M01,2021/12/4 8:52:44,61.1486,0.13175,3,4.3872,496,6
8918,Record98091,M01,2021/12/4 8:56:44,53.2451,0.114098,3,2.76453,497,7
8922,Record98095,M01,2021/12/4 9:04:44,50.6353,0.117365,3,4.6319,498,8
8990,Record98164,M01,2021/12/4 11:22:49,50.393,0.234323,3,2.76453,499,9
9005,Record98180,M01,2021/12/4 11:54:45,56.7239,0.133257,3,2.76453,500,0
9011,Record98187,M01,2021/12/4 12:08:45,51.8876,0.235284,3,2.76453,501,1
9017,Record98194,M01,2021/12/4 12:22:48,54.9384,0.140934,3,2.76453,502,2
9042,Record98220,M01,2021/12/4 13:14:46,54.317,0.132397,3,4.6319,503,3
9057,Record98235,M01,2021/12/4 13:44:46,55.1978,0.214078,3,2.89344,504,4
9121,Record98302,M01,2021/12/4 15:58:49,59.781,0.477422,3,3.05455,505,5
9169,Record98355,M01,2021/12/4 17:44:48,52.0162,0.11459,3,2.76453,506,6
9391,Record100165,M01,2021/12/8 14:08:45,55.3434,0.442139,3,4.6319,507,7
9394,Record100169,M01,2021/12/8 14:16:46,57.4387,0.252766,3,2.76453,508,8
9405,Record100181,M01,2021/12/8 14:40:45,57.7737,0.205355,3,4.6319,509,9
9408,Record100185,M01,2021/12/8 14:48:46,50.8293,0.047318,3,2.76453,510,0
9409,Record100186,M01,2021/12/8 14:50:44,51.4644,0.134019,3,2.76453,511,1
9414,Record100192,M01,2021/12/8 15:02:45,51.2534,0.412431,3,2.76453,512,2
9417,Record100195,M01,2021/12/8 15:08:45,50.7496,0.151514,3,2.60909,513,3
9425,Record100204,M01,2021/12/8 15:26:45,51.6976,0.279014,3,4.3769,514,4
9473,Record100259,M01,2021/12/8 17:16:45,50.4,0.461301,3,2.76453,515,5
9493,Record100281,M01,2021/12/8 18:00:46,53.7508,0.040743,3,4.6319,516,6
9506,Record100296,M01,2021/12/8 18:30:47,50.792,0.234661,3,2.76453,517,7
9604,Record100404,M01,2021/12/8 22:06:48,52.3449,0.227003,3,2.76453,518,8
9619,Record100421,M01,2021/12/8 22:40:49,51.0166,0.207185,3,2.76453,519,9
9732,Record100550,M01,2021/12/9 2:58:51,51.207,0.142464,3,2.76453,520,0
9842,Record100667,M01,2021/12/9 6:52:54,50.9758,0.549814,3,5.27134,521,1
9849,Record100675,M01,2021/12/9 7:08:56,50.7354,0.465178,3,4.3769,522,2
9853,Record100679,M01,2021/12/9 7:16:55,51.4464,0.420243,3,4.39024,523,3
9856,Record100683,M01,2021/12/9 7:24:55,52.5081,0.537746,3,2.76453,524,4
9858,Record100685,M01,2021/12/9 7:28:55,50.8675,0.503632,3,4.87117,525,5
9872,Record100701,M01,2021/12/9 8:00:56,50.1225,0.416563,3,5.27134,526,6
9886,Record100715,M01,2021/12/9 8:28:56,55.6369,0.54909,3,4.87117,527,7
9904,Record100733,M01,2021/12/9 9:04:56,62.3738,0.151201,3,2.76453,528,8
9905,Record100734,M01,2021/12/9 9:06:57,51.2582,0.312027,3,2.60909,529,9
9948,Record100782,M01,2021/12/9 10:42:59,60.9308,0.211976,3,3.05455,530,0
9950,Record100784,M01,2021/12/9 10:46:58,57.1598,0.140106,3,2.76453,531,1
9951,Record100785,M01,2021/12/9 10:48:58,60.9307,0.182226,3,2.76453,532,2
9953,Record100787,M01,2021/12/9 10:52:58,60.5902,0.155773,3,4.6319,533,3
9959,Record100794,M01,2021/12/9 11:06:58,51.468,0.121083,3,4.6319,534,4
9972,Record100807,M01,2021/12/9 11:32:59,52.4634,0.27901,3,2.76453,535,5
9987,Record100822,M01,2021/12/9 12:02:59,59.444,0.204389,3,4.6319,536,6
10033,Record100870,M01,2021/12/9 13:39:01,50.8285,0.25898,3,2.76453,537,7
10039,Record100876,M01,2021/12/9 13:51:02,54.0643,0.285952,3,2.76453,538,8
10055,Record100893,M01,2021/12/9 14:25:02,50.4589,0.257506,3,4.3872,539,9
10066,Record100904,M01,2021/12/9 14:47:02,60.2695,0.164457,3,2.76453,540,0
10097,Record100938,M01,2021/12/9 15:55:04,51.5528,0.295431,3,2.76453,541,1
10100,Record100941,M01,2021/12/9 16:01:04,53.2009,0.391426,3,2.76453,542,2
10103,Record100944,M01,2021/12/9 16:07:04,57.2241,0.287151,3,4.6319,543,3
10113,Record100954,M01,2021/12/9 16:27:04,52.4763,0.084616,3,4.6319,544,4
10114,Record100955,M01,2021/12/9 16:29:06,52.893,0.135863,3,2.89344,545,5
10115,Record100956,M01,2021/12/9 16:31:04,53.4587,0.061242,3,4.17213,546,6
10116,Record100957,M01,2021/12/9 16:33:04,51.0905,0.081348,3,4.17213,547,7
10117,Record100958,M01,2021/12/9 16:35:04,51.3939,0.131842,3,4.17213,548,8
10120,Record100961,M01,2021/12/9 16:41:05,50.3234,0.417306,3,3.90769,549,9
10121,Record100962,M01,2021/12/9 16:43:06,53.0746,0.365283,3,4.87117,550,0
10123,Record100964,M01,2021/12/9 16:47:05,59.8412,0.15048,3,3.05455,551,1
10131,Record100973,M01,2021/12/9 17:05:06,50.0874,0.343447,3,4.3769,552,2
10139,Record100983,M01,2021/12/9 17:25:06,52.312,0.146487,3,4.3769,553,3
10144,Record100988,M01,2021/12/9 17:35:08,51.3749,0.345445,3,2.76453,554,4
10146,Record100991,M01,2021/12/9 17:41:07,50.7368,0.171025,3,3.93852,555,5
10148,Record100993,M01,2021/12/9 17:45:06,50.9333,0.417584,3,4.28875,556,6
10149,Record100994,M01,2021/12/9 17:47:07,50.5241,0.407911,3,4.39024,557,7
10178,Record101024,M01,2021/12/9 18:47:08,50.4257,0.175022,3,4.39024,558,8
10209,Record101058,M01,2021/12/9 19:55:09,52.6431,0.240905,3,4.28875,559,9
10220,Record101070,M01,2021/12/9 20:19:10,52.3094,0.162043,3,2.76453,560,0
10228,Record101079,M01,2021/12/9 20:37:10,53.1409,0.095347,3,2.76453,561,1
10229,Record101080,M01,2021/12/9 20:39:09,54.5592,0.103897,3,2.76453,562,2
10262,Record101114,M01,2021/12/9 21:47:11,50.761,0.099246,3,2.76453,563,3
10277,Record101131,M01,2021/12/9 22:21:12,50.8936,0.09535,3,4.3872,564,4
10427,Record101292,M01,2021/12/10 3:43:21,50.6797,0.176955,3,2.76453,565,5
10550,Record101424,M01,2021/12/10 8:07:29,61.2733,0.123281,3,4.3872,566,6
10552,Record101426,M01,2021/12/10 8:11:29,53.7939,0.511121,3,2.76453,567,7
10555,Record101429,M01,2021/12/10 8:17:29,50.4096,0.380942,3,4.28875,568,8
10557,Record101432,M01,2021/12/10 8:23:30,55.4381,0.327263,3,2.76453,569,9
10626,Record101506,M01,2021/12/10 10:51:35,51.2011,0.199316,3,2.76453,570,0
10628,Record101508,M01,2021/12/10 10:55:35,53.6048,0.170372,3,4.28875,571,1
10642,Record101524,M01,2021/12/10 11:27:36,51.1762,0.195217,3,2.76453,572,2
10669,Record101553,M01,2021/12/10 12:25:39,52.1793,0.211962,3,2.60909,573,3
10670,Record101554,M01,2021/12/10 12:27:39,57.4512,0.085192,3,4.3872,574,4
10696,Record101582,M01,2021/12/10 13:45:41,57.8234,0.170009,3,4.6319,575,5
10726,Record101612,M01,2021/12/10 15:45:43,54.365,0.132483,3,4.6319,576,6
10745,Record101632,M01,2021/12/10 17:05:45,50.2359,0.557344,3,2.76453,577,7
10996,Record101898,M01,2021/12/11 10:50:07,50.4032,0.214042,3,2.60909,578,8
10997,Record101899,M01,2021/12/11 10:54:07,53.2356,0.146937,3,3.90769,579,9
10998,Record101900,M01,2021/12/11 10:58:08,52.0347,0.253665,3,3.84802,580,0
10999,Record101902,M01,2021/12/11 11:06:08,52.1252,0.292346,3,3.90769,581,1
11001,Record101904,M01,2021/12/11 11:14:08,54.6179,0.161906,3,2.76453,582,2
11002,Record101905,M01,2021/12/11 11:18:08,53.0092,0.182927,3,4.87117,583,3
11035,Record101940,M01,2021/12/11 13:38:11,50.1734,0.144466,3,3.99392,584,4
11037,Record101942,M01,2021/12/11 13:46:12,56.2427,0.158314,3,2.76453,585,5
11129,Record102038,M01,2021/12/11 20:10:21,50.1972,0.122149,3,2.76453,586,6
11290,Record102221,M01,2021/12/12 7:56:41,50.5409,0.430297,3,5.27134,587,7
11296,Record102228,M01,2021/12/12 8:24:42,51.9099,0.322865,3,2.76453,588,8
11331,Record103627,M01,2021/12/16 12:03:00,53.6268,0.14515,3,2.76453,589,9
11382,Record103678,M01,2021/12/16 13:44:55,56.6,0.291883,3,4.6319,590,0
11444,Record103740,M01,2021/12/16 15:48:57,57.766,0.289166,3,2.76453,591,1
11479,Record103775,M01,2021/12/16 16:58:58,55.6095,0.194804,3,3.05455,592,2
11499,Record103795,M01,2021/12/16 17:38:59,58.3265,0.322159,3,4.6319,593,3
11513,Record103809,M01,2021/12/16 18:06:59,52.5356,0.285951,3,2.76453,594,4
11718,Record104015,M01,2021/12/17 16:59:25,50.3264,0.310183,3,4.69262,595,5
11723,Record104020,M01,2021/12/17 17:08:43,57.8768,0.074554,3,2.76453,596,6
11778,Record104075,M01,2021/12/17 18:58:40,51.4292,0.137081,3,2.76453,597,7
11779,Record104077,M01,2021/12/17 19:02:42,50.5038,0.389293,3,4.27217,598,8
11794,Record104093,M01,2021/12/17 19:34:41,51.2258,0.450474,3,3.90769,599,9
11795,Record104094,M01,2021/12/17 19:36:41,53.8226,0.123104,3,2.76453,600,0
12159,Record104482,M01,2021/12/18 8:32:41,54.5014,0.138643,3,2.76453,601,1
12161,Record104484,M01,2021/12/18 8:36:41,51.9515,0.285806,3,2.60909,602,2
12168,Record104491,M01,2021/12/18 8:50:41,51.4438,0.459661,3,2.76453,603,3
12179,Record104502,M01,2021/12/18 9:12:42,50.6891,0.2741,3,4.3769,604,4
12202,Record104527,M01,2021/12/18 10:02:42,58.5654,0.114768,3,2.76453,605,5
12237,Record104564,M01,2021/12/18 11:16:42,54.7686,0.348717,3,4.28875,606,6
12289,Record104619,M01,2021/12/18 13:06:43,53.7352,0.25451,3,4.3769,607,7
12300,Record104631,M01,2021/12/18 13:30:42,50.986,0.128108,3,2.76453,608,8
12320,Record104652,M01,2021/12/18 14:12:42,50.3536,0.372846,3,4.87117,609,9
12330,Record104663,M01,2021/12/18 14:34:42,50.0954,0.321764,3,4.39024,610,0
12344,Record104678,M01,2021/12/18 15:04:42,50.4328,0.233042,3,4.3872,611,1
12367,Record104702,M01,2021/12/18 15:52:43,50.8606,0.169,3,2.60909,612,2
12374,Record104710,M01,2021/12/18 16:08:43,54.7854,0.141618,3,4.6319,613,3
12375,Record104711,M01,2021/12/18 16:10:44,50.0645,0.281967,3,4.3769,614,4
12392,Record104730,M01,2021/12/18 16:48:43,50.6026,0.401946,3,4.27217,615,5
12531,Record104876,M01,2021/12/18 21:40:44,50.7899,0.047188,3,2.60909,616,6
12899,Record105263,M01,2021/12/19 10:34:51,52.0684,0.315249,3,3.62705,617,7
12901,Record105265,M01,2021/12/19 10:38:51,50.4504,0.258529,3,3.37386,618,8
12904,Record105268,M01,2021/12/19 10:44:51,50.4634,0.276927,3,3.62705,619,9
12915,Record105281,M01,2021/12/19 11:10:51,50.2427,0.321714,3,4.3769,620,0
