,leq_mean,leq_var,leq_std,leq_max,leq_10,leq_25,leq_median,leq_75,leq_90,leq_10_90,loudness_mean,loudness_var,loudness_std,loudness_max,loudness_10,loudness_25,loudness_median,loudness_75,loudness_90,loudness_10_90,roughness_mean,roughness_var,roughness_std,roughness_max,roughness_10,roughness_25,roughness_median,roughness_75,roughness_90,roughness_10_90,sharpness_mean,sharpness_var,sharpness_std,sharpness_max,sharpness_10,sharpness_25,sharpness_median,sharpness_75,sharpness_90,sharpness_10_90,fluct_mean,fluct_var,fluct_std,fluct_max,fluct_10,fluct_25,fluct_median,fluct_75,fluct_90,fluct_10_90,tonality_mean,tonality_var,tonality_std,tonality_max,tonality_10,tonality_25,tonality_median,tonality_75,tonality_90,tonality_10_90
0,50.59845,7.66467,2.76925,56.17242,46.71157,48.73715,51.13378,52.63855,53.78394,7.07237,6.38703,2.61359,1.62011,10.939,4.308,4.947,6.396,7.5535,8.413,4.105,3.73166,1.21941,1.1043,5.92734,2.13385,2.92492,3.94754,4.60483,5.00038,2.86653,2.31614,0.06684,0.25909,3.46466,2.06638,2.16796,2.26338,2.37764,2.57109,0.50471,0.01568,0.00003,0.00514,0.02605,0.00959,0.0108,0.01546,0.0203,0.02175,0.01216,0.02732,0.00088,0.0298,0.13762,0,0,0.02172,0.04784,0.06766,0.06766
