name,leq_mean,leq_var,leq_std,leq_max,leq_10,leq_25,leq_median,leq_75,leq_90,leq_10-leq_90,loudness_mean,loudness_var,loudness_std,loudness_max,loudness_10,loudness_25,loudness_median,loudness_75,loudness_90,loudness_10-loudness_90,roughness_mean,roughness_var,roughness_std,roughness_max,roughness_10,roughness_25,roughness_median,roughness_75,roughness_90,roughness_10-roughness_90,sharpness_mean,sharpness_var,sharpness_std,sharpness_max,sharpness_10,sharpness_25,sharpness_median,sharpness_75,sharpness_90,sharpness_10-sharpness_90,fluct_mean,fluct_var,fluct_std,fluct_max,fluct_10,fluct_25,fluct_median,fluct_75,fluct_90,fluct_10-fluct_90,tonality_mean,tonality_var,tonality_std,tonality_max,tonality_10,tonality_25,tonality_median,tonality_75,tonality_90,tonality_10-tonality_90
Record85823.xls,54.31252766,53.64702571,7.324738574,69.62536621,44.74221802,46.71183777,55.22962952,60.54804611,64.00964737,19.26742935,7.03813452,11.77508582,3.432706313,17.76000023,3.580500007,3.994999886,6.03000021,9.583000183,12.39749956,8.816999555,1.113311913,0.059891223,0.2447287,1.912802935,0.870218903,0.92682302,1.052630723,1.256073058,1.417745352,0.547526449,1.380359612,0.039600179,0.199068794,2.390238285,1.156366467,1.229568362,1.349798203,1.499397397,1.618689299,0.462322831,0.009444895,9.17E-05,0.009578154,0.070230938,0.003428673,0.004470025,0.006851605,0.010987442,0.015165341,0.011736668,0.070057642,0.003438732,0.058661581,0.291835159,0,0.019539345,0.063938618,0.109481454,0.149417348,0.149417348
Record85826.xls,55.23212998,28.29144543,5.319206771,69.07199097,47.74923325,50.33118439,56.14137268,59.35868835,62.04826546,14.29903221,6.822644844,4.935876077,2.22247422,15.52299976,4.117500067,4.947999954,6.616000175,8.286000252,9.897500038,5.779999971,1.32695108,0.099101953,0.314807029,2.303447962,0.905883402,1.044841588,1.363439381,1.544918001,1.720560372,0.81467697,1.291779633,0.034953474,0.18702505,2.238035202,1.087916195,1.140043616,1.261259913,1.396820784,1.562900424,0.474984229,0.013368105,8.65E-05,0.009304214,0.068810366,0.005716992,0.007572802,0.01171386,0.014903089,0.022146224,0.016429232,0.090861828,0.003873803,0.06226204,0.338405132,0,0.046919357,0.084511213,0.1289711,0.17675776,0.17675776
Record85828.xls,50.53341934,16.90974155,4.112328404,61.36619186,44.8960228,47.53715515,50.34747696,53.67477798,55.72146606,10.82544327,4.93900854,1.211566149,1.101103577,9.491999626,3.61499989,4.081999779,4.789000034,5.624000072,6.352499962,2.737500072,1.021735434,0.021497113,0.146620056,1.531516075,0.862108678,0.924594223,1.010159969,1.115057349,1.207830131,0.345721453,1.522766455,0.078001873,0.279387597,2.674691439,1.18617779,1.320181966,1.486722589,1.696983457,1.887668073,0.701490283,0.012309054,6.23E-05,0.007892977,0.055729631,0.005281928,0.007232309,0.009955725,0.015597917,0.020528224,0.015246297,0.076517394,0.004034838,0.063542992,0.352343351,0,0.028660128,0.067247361,0.114759035,0.16208902,0.16208902
Record85897.xls,50.20605554,10.63150307,3.260743513,62.28842545,46.10568428,47.74913788,49.96953583,52.37166214,54.48744583,8.381761551,4.773031316,0.914655502,0.956716764,8.831999779,3.676500082,4.104000092,4.618000031,5.288000107,6.060499907,2.383999825,1.043919594,0.019471542,0.139541533,1.453396559,0.886413783,0.948684931,1.037014186,1.137723505,1.214637697,0.328223914,1.436900619,0.061609038,0.248300059,2.741999865,1.180906236,1.267319202,1.385254622,1.551201463,1.746410787,0.565504551,0.011625205,9.31E-05,0.009651841,0.072869316,0.00479495,0.006655786,0.010063629,0.013122546,0.016476464,0.011681514,0.058165925,0.002846201,0.053368791,0.345522165,0,0.010537364,0.050323125,0.090587437,0.129303142,0.129303142
Record85955.xls,50.89221658,29.39736605,5.422174805,62.93730545,42.56941795,46.0399437,52.62314987,55.33442688,57.2640419,14.69462395,5.099866185,2.444381243,1.564008394,10.98200035,3.082499981,3.723999977,5.112999916,6.177999973,7.140000105,4.057500124,0.944335634,0.040011144,0.200029385,1.517354727,0.700226068,0.795618534,0.941037744,1.079247057,1.208919525,0.508693457,1.382440258,0.106678562,0.326733139,3.432548523,1.085634589,1.147572875,1.306133628,1.525871158,1.746092796,0.660458207,0.013993893,7.11E-05,0.008433919,0.052538678,0.005779409,0.007499078,0.012807721,0.017470486,0.022337678,0.016558269,0.094428654,0.006525345,0.080808372,0.520856142,0,0.035899054,0.081287876,0.134715945,0.191421799,0.191421799
Record85974.xls,50.63416802,8.700185382,2.94973878,57.09600449,45.83625603,49.14633179,51.37196732,52.64165497,53.92810249,8.091846466,5.467914596,1.521947209,1.234111509,10.19099998,3.860000014,4.657000065,5.367000103,6.156000137,7.08949995,3.229499936,1.176310059,0.043582612,0.208766083,1.924895883,0.93309769,1.029954433,1.156565607,1.311591804,1.454575539,0.521477848,1.83608914,0.165464942,0.406918658,3.204922438,1.351032376,1.51965344,1.779033184,2.092074633,2.430523872,1.079491496,0.020869518,8.71E-05,0.009336088,0.053997084,0.010381075,0.014326751,0.019574856,0.027253467,0.032396207,0.022015132,0.062221529,0.002478993,0.049807219,0.35821563,0.007125443,0.019329043,0.055262983,0.092397511,0.131536201,0.124410758
Record85975.xls,54.35668765,27.50489184,5.244743764,63.90364075,46.24887848,50.2624321,55.26908875,58.77636719,60.83765411,14.58877563,7.301903915,5.820242531,2.413376888,14.65799999,3.848999977,5.461999893,7.428999901,9.112000465,10.41900015,6.570000172,1.35065964,0.085312285,0.292084897,2.038170576,0.967096239,1.140750229,1.336660743,1.581062436,1.740096867,0.773000628,1.750863666,0.153606104,0.392065696,3.151180267,1.326107025,1.43582952,1.670010924,1.968412042,2.301046252,0.974939227,0.019437803,8.36E-05,0.009145781,0.05747151,0.009696893,0.012639293,0.018266866,0.02423539,0.030638108,0.020941215,0.07119352,0.002665232,0.05164427,0.31752795,0.008105453,0.030026117,0.065679215,0.102411076,0.143901847,0.135796394
Record85999.xls,50.03261237,10.11070775,3.179875256,66.59222412,45.74982262,47.41326904,50.48823929,52.27684402,53.41828156,7.668458939,5.081236301,1.239861641,1.113887217,16.56999969,4.018000126,4.431000233,5.03000021,5.505000114,6.053500175,2.03550005,1.06735851,0.01864646,0.136553084,1.969696879,0.954541922,1.00096935,1.051107824,1.110099137,1.18595165,0.231409729,1.611284239,0.039890737,0.199797771,2.850755453,1.40078187,1.46619761,1.579113007,1.722979546,1.84491539,0.44413352,0.009997199,9.10E-05,0.009540047,0.06099752,0.004443162,0.005480278,0.007061868,0.010724526,0.01595189,0.011508728,0.063541683,0.003257544,0.057095222,0.520756066,0.002207812,0.017125607,0.052808188,0.092800476,0.136055693,0.133847881
Record86009.xls,50.44663728,15.20262528,3.899227727,58.51416016,45.46970367,46.62273788,50.23333359,54.46115494,55.73810577,10.2684021,5.281824201,1.516743069,1.231999744,11.66600037,3.901499987,4.210000038,5.051000118,6.234000206,6.88499999,2.983500004,1.161684687,0.022233161,0.149109022,1.670594573,0.97542423,1.068210483,1.166885734,1.252089918,1.342173934,0.366749704,1.649152425,0.025906871,0.161013427,2.676556587,1.426044166,1.528545737,1.667279363,1.761741757,1.833830059,0.407785892,0.009344199,0.000145125,0.01204853,0.090642095,0.003511654,0.004170255,0.005721717,0.009321149,0.018080353,0.014568699,0.049019929,0.002407156,0.049080241,0.298906982,0,0,0.040474195,0.075446531,0.115916945,0.115916945
Record86013.xls,52.04169516,9.33875395,3.056073332,62.40441513,48.33053589,49.35652542,51.64988327,54.70756149,56.33395958,8.003423691,5.924373664,1.090767222,1.044769889,16.25,4.81799984,5.222000122,5.760000229,6.462999821,7.162999868,2.345000029,1.241442645,0.023777462,0.1542006,2.024143457,1.086152434,1.159256041,1.229826152,1.307966173,1.394460678,0.308308244,1.667146706,0.046481205,0.215671768,2.318801165,1.397337735,1.492432594,1.649646163,1.825025916,1.960984886,0.563647151,0.013128177,0.000178472,0.013361274,0.078424148,0.006028689,0.007008587,0.008743678,0.010683117,0.025432258,0.019403569,0.062602933,0.003200586,0.056593866,0.357074738,0,0.014588017,0.0551318,0.095269389,0.138599224,0.138599224
Record86055.xls,54.08485716,9.425548328,3.070242059,62.84294128,50.63207245,51.96007538,54.08771133,56.40921021,57.92224503,7.290172577,6.187917434,0.925592745,0.962419867,10.18599987,5.061499834,5.56099987,6.145999908,6.769999981,7.457499981,2.396000147,1.191106415,0.014461112,0.120255282,1.43400681,1.052109599,1.130177915,1.202002645,1.264960766,1.330663204,0.278553605,1.524469186,0.02193559,0.148159419,2.174179792,1.346686065,1.412864566,1.501259804,1.631959677,1.73372978,0.387043715,0.011638651,0.000135011,0.01162113,0.068424277,0.004289926,0.005518506,0.007323756,0.011431956,0.030658695,0.026368769,0.055556156,0.002624202,0.051245208,0.322151661,0,0,0.046493798,0.087071575,0.123371225,0.123371225
Record86063.xls,50.99044525,14.36500509,3.790287879,58.28733826,45.63453102,47.27127075,52.0342865,54.24962234,55.21569443,9.581163406,5.447093948,0.891502376,0.944530227,8.463999748,4.181499958,4.642000198,5.501999855,6.137000084,6.610499859,2.428999901,1.103376508,0.017848535,0.133599429,1.43671751,0.951433629,1.015194833,1.09834373,1.19480443,1.27389127,0.322457641,1.685698954,0.039108537,0.197829198,2.390531301,1.44790113,1.526379943,1.6567837,1.84422636,1.968904495,0.521003366,0.010388561,9.19E-05,0.009588113,0.064696386,0.003513879,0.004376446,0.006318667,0.013830712,0.023419946,0.019906067,0.053997446,0.002230721,0.047247329,0.212325796,0,0,0.050422668,0.085405253,0.118994247,0.118994247
Record86075.xls,51.80995594,6.514062424,2.552379587,56.84091949,48.31295013,49.74985123,52.2358017,54.03370285,54.89192963,6.578979492,5.553613522,0.679826701,0.82480962,9.19699955,4.550500154,4.859000206,5.531000137,6.176000118,6.588000059,2.037499905,1.123253202,0.014046847,0.118520298,1.523156643,0.981333286,1.045697033,1.128399789,1.202350557,1.254343152,0.273009866,1.541028527,0.017952665,0.134035264,2.02970314,1.373783648,1.438386559,1.527483225,1.638545513,1.717561126,0.343777478,0.007540417,6.63E-05,0.008146095,0.065104976,0.003301916,0.004027523,0.005596686,0.00778173,0.011760864,0.008458948,0.066893386,0.003675711,0.060649231,0.318260163,0,0.012801953,0.057374589,0.102080062,0.151634924,0.151634924
Record86091.xls,51.17795791,5.352823567,2.313719831,56.83824158,48.32166481,49.29454041,50.89646149,53.13730621,54.38016701,6.058502197,5.911246265,1.773123794,1.332061073,12.09399986,4.685499907,4.926000118,5.40500021,6.504000187,8.167500019,3.482000113,1.319931835,0.042227873,0.205495785,2.858059406,1.101963818,1.175245941,1.290609777,1.448051929,1.555793464,0.453829646,1.793064619,0.010111973,0.100594112,2.505728483,1.687773824,1.726502657,1.778455377,1.837867022,1.919130862,0.231357038,0.084041091,0.002328269,0.048259157,0.163774967,0.004808001,0.044425251,0.104360893,0.117461473,0.128934413,0.124126412,0.041224448,0.001595804,0.039961733,0.243903771,0,0,0.036830179,0.068763234,0.097392946,0.097392946
Record86103.xls,50.87638421,11.95731926,3.458089403,70.84802246,47.57466507,48.68504715,50.06544495,51.98478699,55.80733871,8.232673645,6.340676153,3.82990244,1.957710472,32.97999954,4.816999912,5.25,5.81099987,6.643000126,8.69299984,3.875999928,1.298820294,0.032512082,0.180312446,1.875580072,1.138618231,1.183857739,1.24377054,1.369035661,1.570784211,0.43216598,1.929714414,0.036037763,0.189903743,3.313874245,1.780231595,1.825835347,1.877676606,1.945490122,2.178689241,0.398457646,0.012706937,0.000293604,0.017137376,0.08970917,0.00252685,0.003252479,0.005047205,0.013428207,0.038763676,0.036236826,0.045741266,0.002514935,0.050166988,0.380770117,0,0,0.039278399,0.06790407,0.102889422,0.102889422
Record86110.xls,50.13101705,2.897852315,1.702383608,58.21829224,48.39679909,49.15048599,49.86840057,50.72691345,52.13557434,3.738775253,5.731701072,0.590139504,0.768478907,11.73200035,5.010000229,5.258999825,5.592999935,6.027999878,6.53249979,1.522499561,1.262138154,0.016345905,0.127852079,1.775056124,1.16201508,1.196892381,1.239175439,1.295944452,1.40376997,0.241754889,1.817593825,0.006287906,0.079324552,2.179881334,1.718398392,1.765337229,1.817326307,1.865811944,1.915678918,0.197280526,0.012194457,9.24E-05,0.009615074,0.060752321,0.005660329,0.006959228,0.008924999,0.012753734,0.025180231,0.019519901,0.039188174,0.001636369,0.04046646,0.256929398,0,0,0.034855507,0.065042071,0.094806984,0.094806984
Record86122.xls,50.93435961,4.448716612,2.109291854,60.04179001,48.90206528,49.63772964,50.4762001,51.55810928,53.72066116,4.818595886,6.152011384,0.975434612,0.987992594,13.27299976,5.288500071,5.599999905,5.989999771,6.400000095,7.115499973,1.826999903,1.302638267,0.018399337,0.135645193,1.985826254,1.184464633,1.229896605,1.289392352,1.342579663,1.417452872,0.232988238,1.806523814,0.004082426,0.063916617,2.104860783,1.727030993,1.767764091,1.806726813,1.844109416,1.884377718,0.157346725,0.00924937,0.000106414,0.010317234,0.063445538,0.002525382,0.003044798,0.00478511,0.011605766,0.021850957,0.019325575,0.042809552,0.002458835,0.049604295,0.344080269,0,0,0.033475876,0.06558501,0.100747641,0.100747641
Record86138.xls,50.8754072,6.27655829,2.505417391,57.0779686,47.09175491,48.81336212,51.38848495,52.53618622,53.89234924,6.80059433,5.427707475,0.601006538,0.77552215,10.19900036,4.450500011,4.888999939,5.406000137,5.827000141,6.361999989,1.911499977,1.151449718,0.010979365,0.104783265,1.703273416,1.068304062,1.097560346,1.135803044,1.186150491,1.269018114,0.200714052,1.609079832,0.012277746,0.110844445,1.95874548,1.462752759,1.529115438,1.605736136,1.684838057,1.75835973,0.295606971,0.007494904,9.43E-05,0.009710775,0.075715259,0.002768672,0.003571422,0.005128998,0.007234258,0.010710046,0.007941374,0.050095942,0.002491094,0.049928636,0.282681286,0,0,0.042777658,0.079562224,0.119038891,0.119038891
Record86143.xls,51.58171887,9.215445703,3.035830199,60.36344528,46.47579956,49.88845062,51.71601868,53.9163475,55.24176788,8.765968323,6.140883275,2.292509521,1.514642652,13.92300034,4.473500013,5.047999859,5.767000198,6.863999844,8.484499931,4.010999918,1.326924368,0.044834574,0.211743379,2.06050539,1.054900408,1.170121074,1.318509996,1.462271512,1.579559028,0.52465862,1.847961116,0.019205833,0.138634454,2.312421083,1.698283076,1.754439592,1.819747329,1.918934107,2.047676325,0.349393249,0.08696265,0.002098676,0.045817967,0.161868259,0.003137956,0.066243283,0.105917841,0.113543767,0.132897668,0.129759711,0.042066333,0.001736989,0.041692043,0.200704858,0,0,0.038023137,0.066859029,0.098100755,0.098100755
Record86144.xls,53.76325245,8.364057437,2.892196577,59.53486252,49.00306511,51.76623917,53.98729706,56.07123184,57.45783424,8.454769135,7.064572953,2.693136308,1.641662114,12.25899982,5.46600008,5.811999798,6.513999939,8.098999977,9.552000046,4.085999966,1.493852934,0.031049084,0.176208847,1.960331678,1.293274879,1.371167064,1.49041301,1.616157889,1.717961311,0.424686432,1.892278103,0.023823428,0.154403356,2.439810038,1.715399146,1.7741642,1.867024183,2.000984907,2.107346296,0.39194715,0.113801201,0.001920975,0.043835305,0.162683815,0.041511122,0.099754356,0.12813592,0.144571483,0.15470206,0.113190938,0.04251472,0.001765497,0.042032782,0.268139452,0,0,0.038554173,0.068681106,0.099802639,0.099802639
Record86145.xls,53.24221904,28.84906823,5.371371617,64.45952606,47.94173241,48.40304947,49.97771072,58.45608139,61.27030754,13.32857513,7.143042704,6.196134065,2.490089811,16.25,5.261000156,5.510000229,5.980000019,7.735000134,11.66499996,6.403999805,1.410593132,0.103013482,0.320959584,2.424503803,1.151823461,1.195516706,1.258159816,1.643642783,1.959180892,0.80735743,1.969222375,0.027481353,0.165834034,2.480953217,1.777303994,1.861439347,1.945196033,2.058620214,2.206028104,0.42872411,0.106433885,0.01372749,0.11718141,0.304631352,0.002034035,0.002530267,0.025515355,0.237038456,0.273349553,0.271315519,0.041057055,0.001649826,0.040632517,0.201569691,0,0,0.035449147,0.066727094,0.097850062,0.097850062
Record86146.xls,55.73223328,6.655476321,2.579935663,65.17723083,52.41318893,53.84829712,55.83679962,57.59335709,58.85823059,6.445041656,7.831392882,3.456025257,1.859700732,16.86000061,5.860500097,6.400000095,7.247000217,8.994000435,10.69200039,4.831500292,1.571958052,0.048928599,0.221199788,3.028728247,1.336321115,1.422899246,1.560640812,1.698259294,1.820411444,0.484090328,1.832861253,0.017972921,0.134110856,2.444944859,1.680299044,1.744787931,1.815830588,1.903819442,2.022323489,0.342024446,0.121221954,0.002115187,0.045997854,0.209157616,0.054575952,0.091772132,0.123620197,0.150746956,0.190496556,0.135920605,0.044188073,0.001731427,0.041625232,0.231919423,0,0,0.039641578,0.071142502,0.102402084,0.102402084
Record86147.xls,52.47121879,4.578695071,2.139883674,59.76248169,49.74301147,50.79433823,52.49785614,53.92745972,55.14316177,5.400150299,6.453618502,1.38600146,1.177704819,11.94099998,5.164999962,5.518000126,6.201000214,7.170000076,8.206000328,3.041000366,1.3578048,0.021686045,0.147262948,1.77918005,1.190276742,1.26059562,1.355565727,1.450619876,1.538668275,0.348391533,1.850441461,0.019381352,0.139266495,2.303397417,1.692162991,1.745336771,1.824018717,1.934594989,2.051741481,0.35957849,0.071848139,0.000629966,0.025102781,0.146861702,0.040413005,0.067544259,0.074514486,0.080324087,0.093182884,0.052769879,0.0441796,0.001834954,0.042851616,0.230253845,0,0,0.039423849,0.072955742,0.105042886,0.105042886
Record86148.xls,51.00034185,3.408369422,1.84625904,56.36500931,48.6298008,49.55035019,50.92016983,52.30508041,53.49692154,4.867120743,5.930200714,1.119333787,1.05836243,10.44999981,4.865499973,5.152999878,5.624000072,6.505000114,7.395999908,2.530499935,1.277067632,0.012700846,0.112698888,1.574137568,1.148293555,1.201710701,1.279489815,1.350093722,1.410930037,0.262636483,1.894920352,0.021249539,0.145824119,2.417490959,1.722746193,1.799347639,1.885650277,1.973628759,2.089076757,0.366330564,0.068338377,0.000327638,0.018103394,0.106026664,0.044881372,0.060474206,0.065885469,0.084754854,0.093386222,0.04850485,0.042277325,0.001786985,0.0422878,0.30194965,0,0,0.038155727,0.06828852,0.102489315,0.102489315
Record86152.xls,53.26083372,13.77405312,3.711506123,60.69900131,47.21458244,51.56012344,53.98345566,56.25511169,57.33357048,10.11898804,7.065422781,3.400632606,1.84473703,13.27700043,4.915499926,5.593999863,6.81099987,7.868999958,9.950999737,5.035499811,1.452272178,0.066209384,0.257313806,2.063833237,1.112383723,1.172715127,1.48797363,1.661182225,1.774932384,0.662548661,1.906236731,0.018718905,0.136865764,2.585767746,1.757704556,1.814682841,1.884696841,1.968215942,2.09114337,0.333438814,0.086765488,0.002610071,0.051096285,0.158041432,0.002215803,0.0377746,0.10378857,0.127499364,0.137042947,0.134827144,0.040039132,0.001573424,0.039680538,0.222810835,0,0,0.034908492,0.067486055,0.094851635,0.094851635
Record86156.xls,50.97097886,8.192587868,2.862396937,56.96033096,46.46809196,48.96575546,51.07927322,53.37868881,54.69837189,8.230279922,5.998621345,2.342963537,1.531219225,11.30599976,4.540999889,4.894000053,5.522999763,6.627999783,8.449500084,3.908500195,1.362380319,0.043642002,0.208908277,2.093558311,1.086801052,1.197003782,1.365101993,1.529575706,1.624015868,0.537214816,1.958366934,0.019139078,0.138393317,2.472097158,1.794214308,1.870450139,1.945966363,2.042204618,2.145578027,0.351363719,0.102661591,0.002303097,0.04799757,0.152939752,0.006746777,0.064756386,0.124544814,0.137945779,0.143201314,0.136454537,0.039735786,0.001537664,0.039227018,0.221834138,0,0,0.03654534,0.066491939,0.092524715,0.092524715
Record86157.xls,50.28227724,21.10464142,4.594183031,59.7241478,45.83479309,46.24835587,47.43273544,54.61304474,57.30114937,11.46635628,5.932066898,3.856740229,1.964557761,14.55000019,4.29550004,4.47300005,4.938000202,7.014999866,8.826499939,4.530999899,1.327777406,0.090303433,0.30050759,2.07377696,1.013662398,1.047957778,1.346702576,1.576238751,1.741153657,0.72749126,1.910497995,0.03661324,0.191413996,2.826566458,1.680505216,1.774322867,1.889257312,2.011155367,2.186624527,0.506119311,0.052141866,0.003369398,0.05805496,0.157976568,0.002014711,0.002878723,0.012143447,0.121757731,0.141925804,0.139911094,0.039169753,0.001672348,0.04090891,0.259513915,0,0,0.032588404,0.065195076,0.095676668,0.095676668
Record86158.xls,50.35365146,14.69543135,3.833632461,59.19817352,45.55739594,46.10826492,50.90114594,53.43635178,55.01840591,9.461009979,5.805928825,2.403014591,1.550717943,12.05300045,4.281000137,4.506000042,5.504000187,6.512000084,8.018000126,3.736999989,1.425174545,0.092420786,0.304010191,4.612810612,1.102757573,1.27364701,1.403243124,1.533928454,1.695624888,0.592867315,1.884844441,0.023776951,0.154252671,2.459545612,1.702858925,1.783957601,1.869175076,1.975888848,2.087402701,0.384543777,0.068665021,0.003755414,0.061290342,0.201850787,0.001922645,0.002434442,0.069728054,0.107316539,0.163220331,0.161297686,0.037235541,0.001580973,0.039775614,0.213296205,0,0,0.0310499,0.062829666,0.093277268,0.093277268
Record86186.xls,50.56959951,11.69423279,3.419835152,56.82103348,45.6344738,47.48667145,51.01553345,53.72768402,54.84395599,9.209482193,5.096275441,0.745310305,0.863620954,7.168000221,4.011499882,4.406000137,4.952000141,5.801000118,6.355999947,2.344500065,1.081255462,0.010307376,0.101526024,1.38346374,0.985115796,1.021708965,1.068648338,1.143498242,1.208699107,0.223583311,1.626195039,0.038179273,0.195464745,2.130445719,1.395603418,1.457510233,1.588191748,1.794628501,1.894064128,0.49846071,0.005110769,8.15E-05,0.009030491,0.069772489,0.001887249,0.0024743,0.003284705,0.00399169,0.0051274,0.003240151,0.057909747,0.003018835,0.054963487,0.335531354,0,0,0.05026209,0.090453736,0.128895268,0.128895268
Record86395.xls,50.8667899,4.228435816,2.056407485,58.42318726,47.94419861,49.70663071,51.06999969,52.11101532,53.12224579,5.17804718,6.130081852,0.883464335,0.940262507,9.994000435,4.918500185,5.506999969,6.107999802,6.690000057,7.276499987,2.357999802,1.261257107,0.017286161,0.131477848,1.668467045,1.114097357,1.182746768,1.260753393,1.332896769,1.421675861,0.307578504,2.222958425,0.109471224,0.330982168,3.519670725,1.859869361,1.980145574,2.159363985,2.408653259,2.68513155,0.825262189,0.019332707,7.61E-05,0.008727084,0.061187457,0.010326365,0.013346365,0.018193964,0.02397287,0.030855699,0.020529334,0.052949556,0.002044456,0.045231758,0.259900808,0,0.01524087,0.046254393,0.080987722,0.113322631,0.113322631
Record86397.xls,50.94364569,11.5034432,3.39182339,64.06981659,46.77977562,48.11526108,50.77719116,53.33883667,55.32513809,8.545362473,6.128883982,1.856518435,1.363026317,18.34000015,4.68200016,5.168000221,5.916999817,6.81400013,7.765500069,3.083499908,1.371671403,0.042993582,0.207350521,3.100424767,1.177364707,1.243381739,1.335752547,1.463377714,1.600488365,0.423123658,2.167825362,0.080178998,0.283259785,3.529402018,1.809202313,1.968149781,2.149208307,2.337756157,2.527661204,0.718458891,0.024516961,0.000133287,0.011546656,0.056849517,0.010363223,0.01638734,0.022928139,0.030761288,0.040595327,0.030232103,0.051227295,0.001843681,0.042953397,0.224401683,0,0.016365582,0.043868948,0.076505587,0.111301776,0.111301776
Record86411.xls,50.85083883,10.52239509,3.243968339,68.29389191,46.86559868,48.29418945,50.73949432,52.9773941,54.7270546,7.861455917,5.997293943,1.398232478,1.182889839,18.26000023,4.667500019,5.15199995,5.896999836,6.653999805,7.281500101,2.614000082,1.249520432,0.028251588,0.16808337,1.933825374,1.107059956,1.150974631,1.216258168,1.298591137,1.481681347,0.374621391,2.097023405,0.091989337,0.303405432,4.652961254,1.670051634,1.88188839,2.122694731,2.289905787,2.453769684,0.78371805,0.02070025,0.000154876,0.012446722,0.068085156,0.009700015,0.012791026,0.018035574,0.023764181,0.035702113,0.026002098,0.057085228,0.002114981,0.046005301,0.344498068,0,0.023571767,0.050706267,0.084524214,0.119570546,0.119570546
Record86425.xls,51.90450787,24.3821708,4.93805007,75.47361755,46.02087402,48.14680099,51.77401733,54.723423,56.36280632,10.3419323,6.11881922,3.484585728,1.867369173,21.12000084,4.355999947,4.920000076,5.785999775,6.921999931,7.784499884,3.428499937,1.635129245,0.895261327,0.946189722,8.636920929,1.071520805,1.143966675,1.306116045,1.744578123,2.505011916,1.433491111,2.022532502,0.169944471,0.412390002,4.146511555,1.537689149,1.693755865,1.98627305,2.274497509,2.542424917,1.004735768,0.028955307,0.000856388,0.029268366,0.157606304,0.006756822,0.010611804,0.020579161,0.034146223,0.058158411,0.051401589,0.051985726,0.001943935,0.04410578,0.255098104,0,0.01540048,0.045196731,0.078758426,0.11247693,0.11247693
Record86446.xls,52.73499324,12.13537622,3.483741539,59.38910294,47.94607735,49.48356247,53.27752686,55.9829216,56.84924698,8.903169632,6.125964415,1.311123889,1.145450889,9.93999958,4.615499973,5.159999847,6.143000126,6.977000237,7.625999928,3.010499954,1.284903127,0.023800581,0.154275547,2.589449644,1.134699583,1.191696644,1.28388536,1.354458094,1.425787628,0.291088045,1.744562588,0.049990303,0.223664725,2.914803028,1.47213918,1.576543808,1.728402257,1.876265764,2.028038502,0.555899322,0.013553116,0.000112387,0.010602814,0.080424257,0.006269554,0.008477177,0.010876398,0.014980104,0.021594791,0.015325237,0.062618155,0.003112221,0.055807151,0.284831315,0,0.017799795,0.051398486,0.09558703,0.140030742,0.140030742
Record86449.xls,50.47642829,7.774237571,2.78835592,61.17589188,46.52361679,48.34294891,50.52549362,52.4605484,54.17794609,7.6543293,5.613211387,0.917061516,0.957974265,12.09300041,4.484000206,4.882999897,5.515999794,6.225999832,6.816999912,2.332999706,1.191565663,0.017810697,0.133457741,1.758970976,1.049360335,1.098717451,1.186308622,1.265414774,1.339612901,0.290252566,1.877274939,0.075005996,0.273969741,3.182494879,1.565332592,1.673880816,1.838200569,2.036152363,2.232467055,0.667134464,0.01191012,7.49E-05,0.008656091,0.062384635,0.006132404,0.007247138,0.009199175,0.013092163,0.018365366,0.012232963,0.072586993,0.003248191,0.057013192,0.314637423,0,0.028634598,0.065266505,0.104691386,0.151373841,0.151373841
Record86517.xls,50.87199769,6.59962295,2.569087326,58.69167328,47.55656242,49.34080505,50.78799057,52.33781433,54.30708122,6.750518799,4.724569395,0.348030745,0.590151362,7.184000015,4.056500196,4.31799984,4.645999908,5.065999985,5.538500071,1.481999874,1.047327739,0.00981677,0.099080372,1.363105536,0.952740699,0.998017192,1.040402889,1.092247009,1.159784913,0.207044214,1.419582235,0.020979629,0.144895039,2.176168442,1.262238324,1.323916793,1.398353577,1.489691973,1.601151228,0.338912904,0.00827142,7.58E-05,0.008705877,0.067880996,0.003668188,0.004363914,0.00563805,0.009346517,0.014031887,0.010363699,0.054041752,0.002705956,0.052037328,0.26267156,0,0,0.044016909,0.083189636,0.123161621,0.123161621
Record86527.xls,51.20779255,9.86458438,3.140933203,59.59156036,46.77301598,48.53209686,51.49785233,53.64925385,54.93162346,8.158607483,4.960669756,0.662528927,0.814248619,7.748000145,3.894999981,4.282000065,4.96600008,5.548999786,5.93599987,2.040999889,1.075309559,0.009211637,0.095978008,1.390680432,0.970962107,1.019913316,1.07625699,1.13156724,1.179753661,0.208791554,1.399471247,0.023841388,0.154461544,2.085330963,1.219581783,1.279546261,1.373059511,1.514470339,1.610399067,0.390817285,0.007709279,0.000109462,0.010463925,0.082862854,0.002749082,0.003668228,0.005579455,0.00782182,0.011057322,0.00830824,0.051117142,0.00242691,0.049281214,0.248514727,0,0,0.0445676,0.081877016,0.120081104,0.120081104
