,25s_file_name,level,distance
0,1-L-1.wav,1.0,32.65867841405758
1,1-L-2.wav,1.0,34.41273687772904
2,2-L-1.wav,3.0,27.294772533401506
3,2-L-2.wav,3.0,31.249387299648262
4,3-L-1.wav,3.0,30.16843043051891
5,3-L-2.wav,3.0,29.173130146632367
6,4-L-1.wav,3.0,83.49254704500316
7,4-L-2.wav,3.0,39.57616080850689
8,5-L-1.wav,1.0,37.51014544879305
9,5-L-2.wav,1.0,35.65527719548297
10,6-L-1.wav,3.0,32.51748066904358
11,6-L-2.wav,3.0,33.910163862435816
12,7-L-1.wav,3.0,30.34234289721686
13,7-L-2.wav,3.0,31.46591182510858
14,8-L-2.wav,3.0,34.89124964702408
15,9-L-1.wav,3.0,32.0880421972257
16,9-L-2.wav,3.0,33.852481093072946
17,10-L-1.wav,3.0,28.204305718110305
18,10-L-2.wav,3.0,27.493602471840703
19,11-L-1.wav,1.0,29.724366974497666
20,11-L-2.wav,1.0,31.171824838427746
21,12-L-1.wav,3.0,37.76595075160216
22,12-L-2.wav,3.0,31.906006902679835
23,13-L-1.wav,1.0,33.79912876032764
24,13-L-2.wav,3.0,28.91270438687501
25,14-L-1.wav,1.0,32.571682384027326
26,14-L-2.wav,3.0,47.99043313844995
27,15-L-1.wav,3.0,27.749262731824356
28,15-L-2.wav,3.0,32.4175675613909
29,16-L-1.wav,1.0,31.016021137629895
30,16-L-2.wav,3.0,37.97279850968389
31,17-L-1.wav,3.0,32.3672735053315
32,17-L-2.wav,3.0,30.984464212496807
33,18-L-1.wav,3.0,32.28967151417993
34,18-L-2.wav,3.0,31.688911699389188
35,19-L-1.wav,1.0,34.46559357339486
36,19-L-2.wav,1.0,36.031933726287974
37,20-L-1.wav,3.0,29.351844815811237
38,20-L-2.wav,3.0,27.75035241373695
39,21-L-1.wav,3.0,37.625267243611766
40,21-L-2.wav,3.0,39.0558611333605
41,22-L-1.wav,3.0,42.117638530482125
42,22-L-2.wav,3.0,41.464738476594775
43,23-L-1.wav,3.0,37.79373396671727
44,23-L-2.wav,3.0,41.30209969001008
45,24-L-1.wav,1.0,31.496617661541407
46,24-L-2.wav,1.0,32.42438591972743
47,25-L-1.wav,3.0,31.360332211318415
48,25-L-2.wav,3.0,29.91642312396864
49,26-L-1.wav,3.0,34.46015224478557
50,26-L-2.wav,3.0,36.17470575717203
51,27-L-1.wav,3.0,46.43980383747763
52,27-L-2.wav,3.0,45.244701435671224
53,28-L-1.wav,3.0,48.35892841272202
54,28-L-2.wav,3.0,46.684703569420854
55,29-L-1.wav,3.0,30.861668130433085
56,29-L-2.wav,3.0,32.22781163987059
57,30-L-1.wav,1.0,34.56627670572651
58,30-L-2.wav,1.0,30.89895730975592
59,31-L-1.wav,1.0,34.81820494493377
60,31-L-2.wav,1.0,34.47070150648296
61,32-L-1.wav,1.0,34.59525718292692
62,32-L-2.wav,3.0,28.38348982158094
63,33-L-1.wav,1.0,30.065558678577364
64,33-L-2.wav,1.0,33.86921435602054
65,34-L-1.wav,1.0,31.859965032672214
66,34-L-2.wav,0.0,31.67934219946967
67,35-L-1.wav,3.0,27.823667334186442
68,35-L-2.wav,3.0,26.845691641434012
69,36-L-1.wav,1.0,31.75906042780004
70,36-L-2.wav,1.0,31.274606547246616
71,37-L-1.wav,3.0,34.806074259440166
72,37-L-2.wav,3.0,41.842734734022756
73,38-L-1.wav,3.0,38.42036842400179
74,38-L-2.wav,3.0,37.34373563914763
75,39-L-1.wav,3.0,56.88532592183608
76,39-L-2.wav,3.0,59.3404297391005
77,40-L-1.wav,3.0,41.52032335170722
78,41-L-1.wav,3.0,28.021805525310626
79,41-L-2.wav,3.0,26.98536171654398
80,42-L-1.wav,3.0,33.00937938233942
81,42-L-2.wav,3.0,38.781079616716774
82,43-L-1.wav,1.0,25.68563324394456
83,43-L-2.wav,1.0,28.109034728044616
84,44-L-1.wav,3.0,38.55435565878821
85,44-L-2.wav,3.0,25.214831264356796
86,45-L-1.wav,1.0,25.51620820940134
87,45-L-2.wav,1.0,27.199256377125067
88,46-L-1.wav,3.0,32.02096737444321
89,46-L-2.wav,3.0,31.089769832064103
90,47-L-1.wav,1.0,28.659437709649225
91,47-L-2.wav,3.0,26.128502489340516
92,48-L-1.wav,1.0,30.528346162208216
93,48-L-2.wav,1.0,29.15444188791161
94,49-L-1.wav,1.0,26.94598138720041
95,49-L-2.wav,1.0,24.669981224449753
96,50-L-1.wav,3.0,24.435434894008313
97,50-L-2.wav,3.0,23.583197475146726
98,51-L-1.wav,3.0,33.56023667047429
99,51-L-2.wav,3.0,33.98321490398735
100,52-L-1.wav,1.0,30.068428823088862
101,52-L-2.wav,1.0,33.70168158191099
102,53-L-1.wav,3.0,30.43418947359721
103,54-L-1.wav,3.0,30.42696290778741
104,54-L-2.wav,3.0,27.328663494838416
105,55-L-1.wav,3.0,28.619067536172917
106,55-L-2.wav,3.0,31.988247189837747
107,56-L-1.wav,1.0,37.27569237635995
108,56-L-2.wav,1.0,34.719498173741634
109,57-L-1.wav,3.0,32.200665781580994
110,57-L-2.wav,3.0,41.96702389225304
111,58-L-1.wav,1.0,38.98119707143458
112,58-L-2.wav,1.0,39.78198513348206
113,59-L-1.wav,3.0,75.16307520102582
114,59-L-2.wav,3.0,73.88312730986344
115,60-L-1.wav,3.0,31.708650727256824
116,60-L-2.wav,3.0,32.08683022323796
117,61-L-1.wav,3.0,73.46904194493419
118,61-L-2.wav,3.0,72.63811514588092
119,62-L-1.wav,3.0,30.52350806576966
120,62-L-2.wav,3.0,73.33367459714535
121,63-L-1.wav,3.0,45.57417404353466
122,63-L-2.wav,3.0,45.1123119730429
123,64-L-1.wav,1.0,29.42858747544381
124,64-L-2.wav,3.0,47.11467096887114
125,65-L-1.wav,3.0,77.95535526029114
126,65-L-2.wav,3.0,73.2385170234959
127,66-L-1.wav,3.0,31.340414617142034
128,66-L-2.wav,1.0,30.07651196512654
129,67-L-1.wav,3.0,47.06519120704724
130,67-L-2.wav,3.0,49.177130774912634
131,68-L-1.wav,1.0,23.95274971061165
132,68-L-2.wav,0.0,29.105887734563257
133,69-L-1.wav,1.0,26.293395617350733
134,69-L-2.wav,1.0,27.28886467850117
135,70-L-1.wav,0.0,20.601436931573485
136,70-L-2.wav,3.0,94.0480956675436
137,71-L-1.wav,3.0,29.44656192720176
138,71-L-2.wav,3.0,26.72257124920591
139,72-L-1.wav,1.0,24.036546896722957
140,72-L-2.wav,1.0,25.004384670103224
141,73-L-1.wav,1.0,24.366233861427446
142,73-L-2.wav,1.0,25.098945662624256
143,74-L-1.wav,1.0,27.711151388847796
144,74-L-2.wav,1.0,29.410705234879593
145,75-L-1.wav,3.0,61.63325049460614
146,75-L-2.wav,3.0,57.10978242431719
147,76-L-1.wav,1.0,37.895440273801285
148,76-L-2.wav,1.0,25.420814199011023
149,77-L-1.wav,1.0,26.16780043419521
150,78-L-1.wav,1.0,36.62284666833138
151,78-L-2.wav,1.0,30.55352529095219
152,79-L-1.wav,3.0,39.808822553917324
153,79-L-2.wav,3.0,31.284159346011783
154,80-L-1.wav,1.0,25.15286690971743
155,80-L-2.wav,3.0,47.539107588202455
156,81-L-1.wav,3.0,28.54393882215485
157,81-L-2.wav,3.0,109.28985744307273
158,82-L-1.wav,1.0,38.33697752988572
159,82-L-2.wav,1.0,27.01584405532199
160,83-L-1.wav,3.0,58.71189509712248
161,83-L-2.wav,3.0,57.366362107505864
162,84-L-1.wav,1.0,30.53449400482223
163,84-L-2.wav,3.0,29.18629759535413
164,85-L-1.wav,3.0,0.0
165,85-L-2.wav,1.0,93.523671783207
166,86-L-1.wav,1.0,56.68714390518284
167,86-L-2.wav,1.0,42.47556035217555
168,87-L-1.wav,3.0,36.19857582244741
169,87-L-2.wav,3.0,29.468750367965345
170,88-L-1.wav,0.0,18.080966757220143
171,88-L-2.wav,0.0,24.657034270388237
172,89-L-1.wav,1.0,29.260580397508853
173,89-L-2.wav,1.0,26.266826852773786
174,90-L-1.wav,0.0,23.06167452117907
175,90-L-2.wav,1.0,57.21269502192928
176,91-L-1.wav,3.0,77.53585245514903
177,91-L-2.wav,3.0,56.485672110091315
178,92-L-1.wav,1.0,25.825593312992993
179,92-L-2.wav,3.0,35.48118766599609
180,93-L-1.wav,3.0,84.54878127011528
181,93-L-2.wav,3.0,47.94521112997174
182,94-L-1.wav,3.0,84.54878127011528
183,94-L-2.wav,3.0,47.94521112997174
184,95-L-1.wav,3.0,53.95014823044979
185,95-L-2.wav,3.0,54.179250660739044
186,96-L-2.wav,3.0,40.85549327226254
187,97-L-1.wav,3.0,54.40945287700648
188,97-L-2.wav,3.0,36.76607924205345
189,98-L-1.wav,3.0,46.74676605704199
190,98-L-2.wav,3.0,20.03426705096485
191,99-L-1.wav,3.0,82.67530082514526
192,99-L-2.wav,3.0,47.345255858714275
193,100-L-1.wav,3.0,92.3773394747695
194,100-L-2.wav,3.0,49.37494279855528
195,101-L-1.wav,3.0,58.767848188790616
196,101-L-2.wav,3.0,73.88997603889652
197,102-L-1.wav,3.0,39.83522277324842
198,102-L-2.wav,3.0,35.83869408031753
199,103-L-1.wav,3.0,34.58672544815509
200,103-L-2.wav,3.0,42.351146822273
201,104-L-1.wav,3.0,54.036216083414075
202,104-L-2.wav,3.0,53.27438016949171
203,105-L-1.wav,3.0,55.81498728088431
204,105-L-2.wav,3.0,64.15197958136226
205,106-L-1.wav,3.0,34.86211495616717
206,106-L-2.wav,3.0,40.43557101451394
207,107-L-1.wav,3.0,33.16019057748326
208,107-L-2.wav,3.0,44.163092032892266
209,108-L-1.wav,3.0,27.538606444882973
210,108-L-2.wav,3.0,26.891261172504784
211,109-L-1.wav,3.0,31.134682030093362
212,109-L-2.wav,3.0,44.98667565646231
213,110-L-1.wav,1.0,36.809727635276154
214,110-L-2.wav,1.0,36.59943165056967
215,111-L-1.wav,3.0,27.07452816495659
216,111-L-2.wav,3.0,31.702049432016068
217,112-L-1.wav,3.0,39.69625179553567
218,113-L-1.wav,3.0,47.321866430978694
219,113-L-2.wav,3.0,48.175965973445365
220,114-L-1.wav,3.0,27.81600510339211
221,114-L-2.wav,3.0,29.64103798492017
222,115-L-1.wav,3.0,26.44087143671019
223,115-L-2.wav,3.0,34.09868175245957
224,116-L-1.wav,3.0,42.5992133186523
225,116-L-2.wav,3.0,47.225704710465955
226,117-L-1.wav,3.0,51.437799786798635
227,117-L-2.wav,3.0,47.76257175317224
228,118-L-1.wav,3.0,28.998415257950537
229,118-L-2.wav,3.0,30.26725045619595
230,119-L-1.wav,3.0,38.56567253302204
231,119-L-2.wav,3.0,44.746194132660094
232,120-L-1.wav,3.0,48.1032583403578
233,120-L-2.wav,3.0,28.920803510904285
234,121-L-1.wav,3.0,62.27878359678071
235,121-L-2.wav,3.0,65.83087059912545
236,122-L-1.wav,1.0,36.76733628563829
237,122-L-2.wav,1.0,38.3977950535109
238,123-L-1.wav,3.0,30.272979825377096
239,123-L-2.wav,3.0,29.418016538596376
240,124-L-1.wav,3.0,58.0037080072192
241,124-L-2.wav,3.0,45.74285479729941
242,125-L-1.wav,3.0,65.05985790402076
243,125-L-2.wav,3.0,66.39515451500857
244,126-L-1.wav,3.0,27.85717531304289
245,126-L-2.wav,3.0,35.20916879184469
246,127-L-1.wav,3.0,35.161004397316
247,127-L-10.wav,3.0,32.84198950883396
248,127-L-11.wav,3.0,29.123840054134707
249,127-L-2.wav,3.0,36.29343155919235
250,127-L-3.wav,3.0,31.041692680961358
251,127-L-4.wav,3.0,34.22587734740381
252,127-L-5.wav,3.0,31.878761244499756
253,127-L-6.wav,3.0,31.814858873649175
254,127-L-7.wav,3.0,30.041649964777886
255,127-L-8.wav,3.0,30.978392241462082
256,127-L-9.wav,3.0,34.24017893204441
257,128-L-1.wav,3.0,37.00690721359051
258,128-L-10.wav,3.0,36.434579518598994
259,128-L-11.wav,3.0,30.238557500503067
260,128-L-12.wav,3.0,34.54578175903345
