,0,0
0,1-L-1.wav,26.960318396843196
1,1-L-2.wav,28.431282919547684
2,2-L-1.wav,27.862622295354477
3,2-L-2.wav,31.889513119705285
4,3-L-1.wav,30.461977993016006
5,3-L-2.wav,30.677902241929726
6,4-L-1.wav,120.29843303611274
7,4-L-2.wav,63.71997318075317
8,5-L-1.wav,31.289279132103236
9,5-L-2.wav,27.86826959335457
10,6-L-1.wav,42.03110448138491
11,6-L-2.wav,36.24926291374841
12,7-L-1.wav,36.09898495695972
13,7-L-2.wav,51.876654286464245
14,8-L-1.wav,230.32958374495175
15,8-L-2.wav,52.919103881237945
16,9-L-1.wav,38.409932097633835
17,9-L-2.wav,37.75278513844165
18,10-L-1.wav,52.47343464421242
19,10-L-2.wav,49.66424606171718
20,11-L-1.wav,18.923085187937005
21,11-L-2.wav,22.606073601215773
22,12-L-1.wav,59.53196890466247
23,12-L-2.wav,52.19708854207974
24,13-L-1.wav,28.197439839970443
25,13-L-2.wav,29.407527367294687
26,14-L-1.wav,25.12554421251689
27,14-L-2.wav,47.206282299739414
28,15-L-1.wav,35.652519697709884
29,15-L-2.wav,41.99648009142746
30,16-L-1.wav,16.608741420487107
31,16-L-2.wav,35.01216446634999
32,17-L-1.wav,49.50950995131438
33,17-L-2.wav,41.718151239857434
34,18-L-1.wav,39.76557879922107
35,18-L-2.wav,38.40581493131156
36,19-L-1.wav,25.495308034541342
37,19-L-2.wav,25.5061992270647
38,20-L-1.wav,35.621379081095675
39,20-L-2.wav,37.38272626614468
40,21-L-1.wav,55.28500506406354
41,21-L-2.wav,59.00440747262114
42,22-L-1.wav,61.76784024103489
43,22-L-2.wav,63.126267954283406
44,23-L-1.wav,50.93792489797977
45,23-L-2.wav,55.24036289411925
46,24-L-1.wav,28.170603782771863
47,24-L-2.wav,25.27308216568183
48,25-L-1.wav,39.14723151915507
49,25-L-2.wav,40.220716203760674
50,26-L-1.wav,40.18804274997183
51,26-L-2.wav,41.90239280097753
52,27-L-1.wav,70.78931996398074
53,27-L-2.wav,71.43762215974188
54,28-L-1.wav,73.82740224007776
55,28-L-2.wav,71.00010290191945
56,29-L-1.wav,31.97997770775403
57,29-L-2.wav,35.45609732222807
58,30-L-1.wav,28.674550694512714
59,30-L-2.wav,24.534429989453578
60,31-L-1.wav,24.39120107883011
61,31-L-2.wav,22.98141373749169
62,32-L-1.wav,28.866337106757474
63,32-L-2.wav,27.85254550633923
64,33-L-1.wav,23.444269298932017
65,33-L-2.wav,28.69087250389531
66,34-L-1.wav,34.71863955076829
67,34-L-2.wav,37.40544828981665
68,35-L-1.wav,31.382409677256327
69,35-L-2.wav,34.012725906273104
70,36-L-1.wav,19.252673753912095
71,36-L-2.wav,21.700449248645167
72,37-L-1.wav,58.71636420975869
73,37-L-2.wav,63.818746673990475
74,38-L-1.wav,57.24027663885008
75,38-L-2.wav,53.79898127891964
76,39-L-1.wav,83.2417090060792
77,39-L-2.wav,84.81913252682375
78,40-L-1.wav,62.49678994798373
79,41-L-1.wav,35.58299024232491
80,41-L-2.wav,37.02968575184472
81,42-L-1.wav,61.01616006960891
82,42-L-2.wav,59.24987840678333
83,43-L-1.wav,12.386642855384535
84,43-L-2.wav,16.44860194540025
85,44-L-1.wav,43.06115655848209
86,44-L-2.wav,28.70222167086307
87,45-L-1.wav,16.321799200339708
88,45-L-2.wav,19.493480810254788
89,46-L-1.wav,33.917489380820506
90,46-L-2.wav,28.851893529793188
91,47-L-1.wav,12.945856314275787
92,47-L-2.wav,26.341327311619438
93,48-L-1.wav,20.755837727627263
94,48-L-2.wav,18.05649523348431
95,49-L-1.wav,15.871328876422464
96,49-L-2.wav,13.629563205617753
97,50-L-1.wav,27.997224678302732
98,50-L-2.wav,23.299547390298923
99,51-L-1.wav,46.629576407306054
100,51-L-2.wav,45.057027348903425
101,52-L-1.wav,18.808035863910273
102,52-L-2.wav,27.39626894294965
103,53-L-1.wav,43.55054708052486
104,54-L-1.wav,37.11006286546316
105,54-L-2.wav,33.68657214363018
106,55-L-1.wav,40.09796585585954
107,55-L-2.wav,32.00676651069939
108,56-L-1.wav,28.73701734453695
109,56-L-2.wav,25.512368221209005
110,57-L-1.wav,30.014824314563477
111,57-L-2.wav,66.64319131666403
112,58-L-1.wav,26.61989460425262
113,58-L-2.wav,29.58797710243751
114,59-L-1.wav,100.36413373101213
115,59-L-2.wav,100.60984456904539
116,60-L-1.wav,39.49400197047145
117,60-L-2.wav,52.792248337198565
118,61-L-1.wav,85.04074204191825
119,61-L-2.wav,106.44889145400663
120,62-L-1.wav,65.07442559426451
121,62-L-2.wav,75.91768029873057
122,63-L-1.wav,69.39455059011108
123,63-L-2.wav,69.0619635900575
124,64-L-1.wav,18.200969478950913
125,64-L-2.wav,53.933242536917064
126,65-L-1.wav,98.19251635445178
127,65-L-2.wav,92.65811643153847
128,66-L-1.wav,29.01262973919672
129,66-L-2.wav,22.978238473681134
130,67-L-1.wav,69.63566652874736
131,67-L-2.wav,73.4024136728158
132,68-L-1.wav,22.213415288482487
133,68-L-2.wav,33.14098743540179
134,69-L-1.wav,13.792160847409988
135,69-L-2.wav,16.273149886270016
136,70-L-1.wav,29.13703974952013
137,70-L-2.wav,91.39061919523779
138,71-L-1.wav,32.393867705256135
139,71-L-2.wav,39.38230726303654
140,72-L-1.wav,27.361708145975282
141,72-L-2.wav,25.173293177022106
142,73-L-1.wav,19.355290661210717
143,73-L-2.wav,19.706280223152252
144,74-L-1.wav,22.051596639427288
145,74-L-2.wav,22.364621014353904
146,75-L-1.wav,89.2197380814822
147,75-L-2.wav,85.21424588082836
148,76-L-1.wav,26.83378598996307
149,76-L-2.wav,17.71582481182114
150,77-L-1.wav,29.935046372911263
151,78-L-1.wav,32.04481076668767
152,78-L-2.wav,16.085271892086773
153,79-L-1.wav,69.81262100336323
154,79-L-2.wav,54.18467360659297
155,80-L-1.wav,14.717948617911862
156,80-L-2.wav,44.216195247719654
157,81-L-1.wav,55.949568892021595
158,81-L-2.wav,142.5504045232229
159,82-L-1.wav,32.3337023391371
160,82-L-2.wav,17.480168381833984
161,83-L-1.wav,83.84103377067429
162,83-L-2.wav,81.44920124258253
163,84-L-1.wav,20.702360869742037
164,84-L-2.wav,40.17729548877926
165,85-L-1.wav,139.76037416449196
