,25s_file_name,level,distance
0,1-L-1.wav,2.0,5.2470907220667
1,1-L-2.wav,2.0,5.345516464375619
2,2-L-1.wav,2.0,4.82721943555976
3,2-L-2.wav,2.0,6.595080622342272
4,3-L-1.wav,2.0,3.747550770487327
5,3-L-2.wav,2.0,7.150481487481203
6,4-L-1.wav,2.0,10.457458143625
7,4-L-2.wav,2.0,9.301634107553518
8,5-L-1.wav,2.0,5.346001417929258
9,5-L-2.wav,2.0,4.650920536687692
10,6-L-1.wav,2.0,5.894813967696928
11,6-L-2.wav,2.0,4.742995872746489
12,7-L-1.wav,3.0,6.833955032013186
13,7-L-2.wav,2.0,5.951766569199332
14,8-L-1.wav,1.0,24.680769179982722
15,8-L-2.wav,2.0,6.926602473952988
16,9-L-1.wav,2.0,6.073377893289033
17,9-L-2.wav,2.0,7.110262838670692
18,10-L-1.wav,2.0,5.082255423027105
19,10-L-2.wav,2.0,5.7688231525689915
20,11-L-1.wav,3.0,4.178839866202035
21,11-L-2.wav,3.0,4.224876555626616
22,12-L-1.wav,2.0,8.33334356465437
23,12-L-2.wav,2.0,4.556397840138416
24,13-L-1.wav,2.0,4.107029916121088
25,13-L-2.wav,2.0,4.113044006459974
26,14-L-1.wav,2.0,4.702248077739676
27,14-L-2.wav,2.0,6.269091113995456
28,15-L-1.wav,2.0,4.9023098377425915
29,15-L-2.wav,2.0,5.2428165263555435
30,16-L-1.wav,0.0,9.708396752814824
31,16-L-2.wav,2.0,4.879155754531109
32,17-L-1.wav,2.0,5.541844535680181
33,17-L-2.wav,2.0,5.505349431709285
34,18-L-1.wav,2.0,7.3401487044129325
35,18-L-2.wav,2.0,6.155743025121385
36,19-L-1.wav,3.0,6.621985013778483
37,19-L-2.wav,3.0,4.772341239611148
38,20-L-1.wav,2.0,4.555260882103437
39,20-L-2.wav,2.0,5.71045674849608
40,21-L-1.wav,2.0,10.260740504624332
41,21-L-2.wav,2.0,12.016832664042159
42,22-L-1.wav,2.0,13.578208553364174
43,22-L-2.wav,2.0,12.646807768872712
44,23-L-1.wav,2.0,10.359015425842784
45,23-L-2.wav,2.0,10.121050822591435
46,24-L-1.wav,0.0,13.292132598762754
47,24-L-2.wav,0.0,12.643773753933578
48,25-L-1.wav,2.0,9.660462279109874
49,25-L-2.wav,2.0,9.218605565180974
50,26-L-1.wav,2.0,6.910771767939
51,26-L-2.wav,2.0,6.908168508213327
52,27-L-1.wav,2.0,9.592043299138313
53,27-L-2.wav,2.0,10.311854092710263
54,28-L-1.wav,2.0,9.344188520798957
55,28-L-2.wav,2.0,9.986653624047834
56,29-L-1.wav,2.0,6.185705026025965
57,29-L-2.wav,2.0,7.516329583055989
58,30-L-1.wav,0.0,12.201133974014393
59,30-L-2.wav,0.0,11.741313488378696
60,31-L-1.wav,0.0,9.594517212705414
61,31-L-2.wav,2.0,6.569905773124023
62,32-L-1.wav,2.0,7.498547022403528
63,32-L-2.wav,2.0,7.548090782445633
64,33-L-1.wav,0.0,10.435815832944828
65,33-L-2.wav,0.0,11.625342133900274
66,34-L-1.wav,0.0,12.136105536043912
67,34-L-2.wav,0.0,11.971435786021186
68,35-L-1.wav,2.0,5.0427214260378195
69,35-L-2.wav,2.0,5.887687661959451
70,36-L-1.wav,0.0,9.385694510046996
71,36-L-2.wav,0.0,9.70023884220426
72,37-L-1.wav,2.0,6.843040648870813
73,37-L-2.wav,2.0,7.477199858086591
74,38-L-1.wav,2.0,6.042734938300295
75,38-L-2.wav,2.0,5.470813400011325
76,40-L-1.wav,2.0,8.591562850715633
77,41-L-1.wav,2.0,4.677589176654369
78,41-L-2.wav,2.0,5.488921115193344
79,42-L-1.wav,2.0,6.472362861474291
80,42-L-2.wav,2.0,8.015553719860993
81,43-L-1.wav,0.0,11.70817692702391
82,43-L-2.wav,0.0,11.824607420086172
